scraped_at,park_id,name,district,private_car_vacancy,motorcycle_vacancy,lgv_vacancy,last_update,opening_status
2026-02-28T00:24:38.814139+08:00,12,Amoy Plaza,Kwun Tong District,28,0,0,2026-02-27 14:17:04,OPEN
2026-02-28T00:24:38.814139+08:00,27,Yau Lai Shopping Centre Carpark,Kwun Tong District,5,2,,2026-02-25 22:07:45,OPEN
2026-02-28T00:24:38.814139+08:00,30,Telford Plaza D Carpark,Kwun Tong District,61,,,2026-02-28 00:10:00,OPEN
2026-02-28T00:24:38.814139+08:00,31,Telford Plaza I Carpark,Kwun Tong District,155,,,2026-02-28 00:10:00,OPEN
2026-02-28T00:24:38.814139+08:00,32,Telford Plaza II Carpark,Kwun Tong District,87,,,2026-02-28 00:20:30,OPEN
2026-02-28T00:24:38.814139+08:00,37,,,45,,,2026-02-27 21:28:22,
2026-02-28T00:24:38.814139+08:00,38,Domain Carpark,Kwun Tong District,109,,,2026-02-27 22:06:56,OPEN
2026-02-28T00:24:38.814139+08:00,75,Landmark East Carpark,Kwun Tong District,51,,,2026-02-28 00:20:44,OPEN
2026-02-28T00:24:38.814139+08:00,77,Kingston International Center,Kwun Tong District,92,,,2026-02-27 23:44:01,OPEN
2026-02-28T00:24:38.814139+08:00,78,Stelux House,Wong Tai Sin District,13,,,2026-02-27 17:41:54,OPEN
2026-02-28T00:24:38.814139+08:00,81,Manulife Place,Kwun Tong District,75,3,5,2026-02-23 09:08:00,OPEN
2026-02-28T00:24:38.814139+08:00,88,"Public Vehicle Parking, 8 Yan Yue Wai, Yau Tong",Kwun Tong District,38,,24,2026-02-27 11:14:22,OPEN
2026-02-28T00:24:38.814139+08:00,93,Hong Ning Road Park Car Park,Kwun Tong District,5,,,2026-02-28 00:19:00,OPEN
2026-02-28T00:24:38.814139+08:00,100,Prosperity Place Car Park,Kwun Tong District,18,,,2026-02-28 00:19:50,OPEN
2026-02-28T00:24:38.814139+08:00,101,Prosperity Center Car Park,Kwun Tong District,63,,,2026-02-28 00:16:00,OPEN
2026-02-28T00:24:38.814139+08:00,102,Scramble Hill,Kwun Tong District,149,,,2026-02-27 23:56:10,OPEN
2026-02-28T00:24:38.814139+08:00,103,One Sky Parc (Wilson Parking),Kwun Tong District,42,,,2026-02-28 00:11:00,OPEN
2026-02-28T00:24:38.814139+08:00,104,AIRSIDE,Wong Tai Sin District,616,77,,2026-02-28 00:19:00,OPEN
2026-02-28T00:24:38.814139+08:00,117,Kai Ching Estate Car Park,Kowloon City District,19,,,2026-02-28 00:06:30,OPEN
2026-02-28T00:24:38.814139+08:00,118,Tak Long Estate Carpark A,Kowloon City District,25,,,2026-02-28 00:11:30,OPEN
2026-02-28T00:24:38.814139+08:00,119,Tak Long Estate Carpark B,Kowloon City District,3,,,2026-02-27 23:03:00,OPEN
